UID,Bill.Title,Fulltext.Intro.URL,Session,FinalCode,Bill/Resolution Summary
2986,Medical care facilities certificate of public need; criteria for determining need.,https://lis.virginia.gov/cgi-bin/legp604.exe?041+ful+SB86,2004,Health,"SUMMARY AS PASSED SENATE:  Certificate of public need for medical care facilities; criteria for  determining need. Modifies the criteria relating to the extent to which the  project will be accessible to all residents of the area to be served to add  consideration of the effects on accessibility of any proposed relocation of an  existing service or facility.  The bill also modifies the administrative  procedures law to require the health planning agency (i) to notify local  governing bodies in the planning district of the required public hearing on  relevant applications and (ii) to consider the comments of governing bodies and  all other public comments in making its decision.  The comments will be part of  the record provided to the Department of Health.   SUMMARY AS INTRODUCED:  Certificate of public need for medical care facilities; criteria for  determining need. Modifies the criteria relating to the extent to which the  project will be accessible to all residents of the area to be served to require  that specific weight be given to the comments from the local governing body of the  affected jurisdiction when an existing medical care facility is proposed to be  relocated, in whole or in part, and the land occupied by the existing medical  care facility is owned by such local governing body and is leased to the parent  company of the medical care facility."
2993,"Southern Virginia Higher Education Center; members of board of trustees, powers and duties.",https://lis.virginia.gov/cgi-bin/legp604.exe?171+ful+HB2172,2017,Education,"SUMMARY AS INTRODUCED: Southern Virginia Higher Education Center. Requires  the Southern Virginia Higher Education Center (the Center) to encourage  the development and delivery of workforce training in collaboration  with educational institutions serving the region, with a focus on  critical shortage areas and the needs of industry. The bill replaces  the superintendent of the Halifax County Public Schools as an ex officio  member of the board of trustees of the Center with a superintendent  of a public school division located in the Southside region appointed  by the Governor. The bill also broadens the eligibility requirements  to serve as one of the representatives of business and industry on  the board of trustees. The bill requires the board of trustees to  seek opportunities to collaborate with local comprehensive community  colleges to meet specialized noncredit workforce training needs identified  by industry. However, if the local comprehensive community college  is unable to meet such needs, then the board may seek to collaborate  with other education providers or provide Center-delivered specialized  noncredit workforce training. This bill is identical to SB 949."
3007,Study; acupuncture.,https://lis.virginia.gov/cgi-bin/legp604.exe?991+ful+SJ493,1999,Health,SUMMARY AS PASSED:  Acupuncture.  Requests the Joint Commission on Health Care to study the  availability of and direct access to licensed acupuncturists in the Commonwealth.   SUMMARY AS INTRODUCED:  Study; acupuncture.  Requests the Joint Commission on Health Care to study the  availability of and direct access to licensed acupuncturists in the Commonwealth.
3008,Underground transmission lines; pilot program established.,https://lis.virginia.gov/cgi-bin/legp604.exe?081+ful+HB1319,2008,Energy,"SUMMARY AS PASSED:  Underground transmission lines; pilot program.   Establishes a pilot program for the placement of four new transmission  lines of 230 kilovolts or less to be placed underground, either in  whole or in part. The bill establishes criteria for the State Corporation  Commission to consider and procedures for the Commission to follow  in selecting the projects. One of the projects shall be for a transmission  line that has received Commission approval prior to the effective  date of the act.  If a qualifying project provides radial rather than  networked electric service, a presumption of need is created in applications  for transmission lines that will complete the network.   SUMMARY AS INTRODUCED: Underground transmission lines; pilot program.  Establishes  a pilot program for the placement of four new transmission lines, applied for  between July 1, 2008, and July 1, 2012, to be placed underground, either in  whole or in part. The bill establishes criteria for the State Corporation  Commission to consider and procedures for the State Corporation Commission to  follow in selecting the four projects."
3013,Firearms; penalty for shooting in or along road.,https://lis.virginia.gov/cgi-bin/legp604.exe?941+ful+HB61,1994,Law and Crime,"SUMMARY:  Firearms.  Restores, with modification, a provision deleted from the  Code during the 1993 Session which prohibited the discharge of a firearm  within 100 yards of a road.  This bill prohibits the discharge of a firearm  within 50 feet of a public road.  The offense is punishable as a Class 4  misdemeanor."
3015,"Medicine, Board of; requirements for licensure.",https://lis.virginia.gov/cgi-bin/legp604.exe?151+ful+SB1120,2015,Health,"SUMMARY AS PASSED SENATE: Board of Medicine; requirements for licensure. Requires applicants for licensure to practice medicine, osteopathy, or podiatry to receive at least 12 months of the required supervised  clinical training in one program or institution approved by an accrediting agency recognized by the Board of Medicine (the Board) and allows supervised clinical training that is received in the United States as part of the curriculum of an international medical school to fulfill the requirements for licensure by the Board if the clinical training is in a program acceptable to the Board and deemed a substantially equivalent experience. The bill removes the Board's authority to grant a temporary license to practice chiropractic to interns and residents and repeals certain other requirements for licensure for students who studied in international medical schools. This bill incorporates SB 959. SUMMARY AS INTRODUCED: Board of Medicine; requirements for licensure.  Requires applicants for licensure to practice medicine, osteopathy,  or podiatry to receive at least 12 months of the required supervised  clinical training in one program  or institution and allows supervised  clinical training that is received in the United States as part of  the curriculum of an international medical school to fulfill the requirements  for licensure by the Board of Medicine if the clinical training is  in a program acceptable to the Board and deemed a substantially equivalent  experience. The bill removes the Board's authority to grant a temporary  license to practice chiropractic to interns and residents and repeals  certain other requirements for licensure for students who studied  in international medical schools."
3018,Bond of fiduciaries.,https://lis.virginia.gov/cgi-bin/legp604.exe?011+ful+HB2070,2001,Law and Crime,"SUMMARY AS PASSED:  Bond of fiduciaries.  Provides that when new or additional bond is ordered the  fiduciary’s execution can be made by the fiduciary’s agent under a power of  attorney.  This bill is a recommendation of the Judicial Council, acting on the  recommendation of its Standing Committee on Commissioners of Accounts.   SUMMARY AS INTRODUCED:  Bond of fiduciaries.  Provides that when new or additional bond is ordered the  fiduciary’s execution can be made by the fiduciary’s agent under a power of  attorney.  This bill is a recommendation of the Judicial Council, acting on the  recommendation of its Standing Committee on Commissioners of Accounts."
3032,Study; electronic communications infrastructure.,https://lis.virginia.gov/cgi-bin/legp604.exe?021+ful+HJ29,2002,Technology,SUMMARY AS INTRODUCED:  Electronic communications infrastructure study. Directs the Joint Commission on  Technology and Science to study broadening the electronic communication infrastructure  across northern Virginia and report the findings and recommendations to the Governor  and the 2003 General Assembly.     This resolution was continued to the 2003 Session of the General Assembly in  the House Committee on Rules.
3048,Driving under influence of alcohol; penalty for subsequent offense.,https://lis.virginia.gov/cgi-bin/legp604.exe?061+ful+HB44,2006,Law and Crime,"SUMMARY AS INTRODUCED: DUI punishment.  Makes clear that additional punishment  for two offenses of DUI is applicable to any two offenses occurring within a  five-year period, rather than solely for a first and second offense occurring  within a five-year period."
3052,Local business license tax; payment of all taxes prior to license renewal or issuance.,https://lis.virginia.gov/cgi-bin/legp604.exe?101+ful+HB364,2010,Domestic Commerce,SUMMARY AS INTRODUCED: Local business license tax; payment of all taxes prior to  license renewal or issuance.  Allows the local governing bodies to require  applicants of business licenses for new and existing businesses to prove  payment of all local taxes before the local business license will be issued or  renewed.
3058,"Income tax, state; military retirement pay subtraction.",https://lis.virginia.gov/cgi-bin/legp604.exe?141+ful+HB777,2014,Macroeconomics,SUMMARY AS INTRODUCED: Individual income tax; military retirement pay  subtraction. Establishes an individual income tax subtraction  for annual retirement compensation received for service as a member  of the armed forces of the United States or the Virginia National  Guard. The subtraction is effective beginning with the 2014 taxable  year.
3069,Celebrating the life of James Howell Hardy III.,https://lis.virginia.gov/cgi-bin/legp604.exe?181+ful+HJ209,2018,Law and Crime,SUMMARY AS INTRODUCED: Celebrating the life of James Howell Hardy III.
3071,VHDA and Board of Housing and Community Development; membership.,https://lis.virginia.gov/cgi-bin/legp604.exe?031+ful+HB2467,2003,Housing,"SUMMARY AS PASSED:  Virginia Housing Development Authority and the Board of Housing and Community  Development; membership.  Makes the Director of the Department of Housing and  Community Development a voting member of the commissioners of the Virginia Housing  Development Authority and the Executive Director of the Authority a voting  member of the Board of Housing and Community Development. Currently, both  directors serve as nonvoting members of their respective bodies.   SUMMARY AS PASSED HOUSE:   Virginia Housing Development Authority and the Board of Housing and Community  Development; membership.  Makes the Director of the Department of Housing and  Community Development a voting member of the commissioners of the Virginia Housing  Development Authority and the Executive Director of the Authority a voting  member of the Board of Housing and Community Development. Currently, both  directors serve as nonvoting members of their respective bodies.   SUMMARY AS INTRODUCED:  Virginia Housing Development Authority and the Board of Housing and Community  Development; membership.  Makes the Director of the Department of Housing and  Community Development a voting member of the commissioners of the Virginia Housing  Development Authority and the Executive Director of the Authority a voting  member of the Board of Housing and Community Development. Currently, both  directors serve as nonvoting members of their respective bodies."
3073,Continuances; appearance of parties.,https://lis.virginia.gov/cgi-bin/legp604.exe?131+ful+SB1135,2013,Law and Crime,"SUMMARY AS PASSED SENATE: Continuances; appearance of parties.   Provides that when the court grants a continuance in advance of the date of a scheduled trial or hearing, if the defendant acknowledges in writing, on a form provided by the Office of the Executive Secretary of the Supreme Court, that he promises to appear in court on the date and time of the newly scheduled trial or hearing, the court shall not require counsel or the defendant to appear on the date when the trial or hearing was originally scheduled. However, if the defendant is in violation of the terms of his pretrial release or has failed to appear at any court proceeding, the court may require the defendant to appear on the date when the trial or hearing was originally scheduled as a condition of any continuance granted.  SUMMARY AS INTRODUCED: Continuances; appearance of parties.    Provides that the court cannot require the parties or their counsel to appear    at the originally scheduled hearing when a continuance is granted in advance of    the date of the originally scheduled trial or hearing."
3082,Sales and use tax exemption; Vanguard Services Unlimited.,https://lis.virginia.gov/cgi-bin/legp604.exe?991+ful+SB758,1999,Domestic Commerce,SUMMARY AS INTRODUCED:  Sales and use tax exemption extensions.  Extends for five years the expiration  date of the sales tax exemption for the category of nonprofit civic and community  service organizations that includes Vanguard Services Unlimited.   There are also some  technical amendments.
3084,Charter; Town of Edinburg.,https://lis.virginia.gov/cgi-bin/legp604.exe?981+ful+HB798,1998,Local Government,"SUMMARY:  Charter; Town of Edinburg.  Increases the mayor's term from two to four  years.  Also, the maximum penalty for violating a town ordinance is increased  from $500 to $1,000, and various outdated provisions are deleted.  An emergency  clause is added because of the May 1998 election requirement."
3086,Mineral mining; increases license fee.,https://lis.virginia.gov/cgi-bin/legp604.exe?101+ful+HB1183,2010,Public Lands,SUMMARY AS INTRODUCED: Mineral mining; license fees.  Increases the  license fee for a mineral mine license from $180 to $450 and the license fee  for any person engaged in mining sand or gravel on an area of five acres or  less from $48 to $120.
3087,Health care; immunity for free services.,https://lis.virginia.gov/cgi-bin/legp604.exe?951+ful+SB1105,1995,Health,None
3088,Uniform Statewide Building Code; buildings used by fraternal organizations.,https://lis.virginia.gov/cgi-bin/legp604.exe?111+ful+SB1342,2011,Housing,"SUMMARY AS INTRODUCED: Uniform Statewide Building Code; buildings used by  fraternal organizations.  Provides that buildings used by fraternal  organizations shall be classified as residential structures for the purposes of  complying with the Building Code, provided such  structures are used only by the members of the fraternal organizations and  their guests, are not open to the general public, and contain no bedrooms or  accommodations for overnight lodging. The bill defines fraternal organization.  The bill also includes window replacements among the list  of items for which a statement of the existence of asbestos will suffice  instead of an asbestos inspection."
3089,"Alcoholic beverage control; limited distiller's licenses, land zoned agricultural.",https://lis.virginia.gov/cgi-bin/legp604.exe?161+ful+SB579,2016,Domestic Commerce,"SUMMARY AS PASSED: Alcoholic beverage control; limited distillery licenses; land zoned agricultural. Clarifies that for limited distilleries, ""land zoned agricultural"" means land zoned as (i) an agricultural district or classification or (ii) land otherwise permitted by a locality for limited distillery use. The bill provides that ""land zoned agricultural"" does not include land zoned ""residential conservation."" The bill exempts from its provisions any limited distillery that, prior to July 1, 2016, holds a valid license or pending application for a license that is subsequently granted by the Alcoholic Beverage Control Board and is located on land zoned as agricultural district or classification or land otherwise permitted by a locality for limited distillery use. The bill allows any such limited distillery that is located on land zoned residential conservation to expand existing buildings or structures and construct new buildings or structures if approved by the locality by special exception. SUMMARY AS PASSED SENATE: Alcoholic beverage control; limited distiller's licenses. Provides that for the purposes of eligibility for a limited distiller's license, ""land zoned agricultural"" means land zoned as (i) an agricultural district or classification or (ii) any classification that permits agricultural use and has been designated by local ordinance as eligible for a limited distiller's license, but does not include land zoned residential conservation. The bill exempts from its provisions any limited distiller or any person who acquires an interest in the licensed premises of a limited distiller holding a valid license or with an application pending for such license with the Alcoholic Beverage Control Board on July 1, 2016. Under current law, such license may be granted only if the land is zoned agricultural. SUMMARY AS INTRODUCED: Alcoholic beverage control; limited distiller's licenses. Provides that for a limited distiller's license, ""land zoned agricultural"" means land zoned as an agricultural district or classification, but does not include any other zoning classification or designation that permits agricultural uses. Under current law, such license may be granted only if the land is zoned agricultural."
3096,Celebrating the life of the Honorable William T. Stone.,https://lis.virginia.gov/cgi-bin/legp604.exe?181+ful+HJ361,2018,Law and Crime,SUMMARY AS INTRODUCED: Celebrating the life of the Honorable William  T. Stone.
3097,Deadly physical force against intruder.,https://lis.virginia.gov/cgi-bin/legp604.exe?991+ful+HB380,1999,Law and Crime,"SUMMARY AS INTRODUCED:  Deadly physical force.  Grants the occupant of a dwelling immunity from  civil liability or criminal prosecution for any injury or death resulting from  the occupant's use of force, including deadly physical force, against a  person who has unlawfully entered the dwelling and who the occupant reasonably  believes is committing or intends to commit a crime other than the unlawful  entry and is likely to use some force against the occupant.     The bill is based upon a Colorado statute."
3102,Commending Galilee Baptist Church.,https://lis.virginia.gov/cgi-bin/legp604.exe?181+ful+HJ36,2018,Social Welfare,SUMMARY AS INTRODUCED: Commending Galilee Baptist Church.
3114,"Commending Chief Warrant Officer 5 William R. Halevy, USA, Ret.",https://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+HJ322,2020,Defense,"SUMMARY AS INTRODUCED: Commending Chief Warrant Officer 5  William  R. Halevy, USA, Ret."
3128,Study; access to perinatal care.,https://lis.virginia.gov/cgi-bin/legp604.exe?971+ful+HJ617,1997,Health,"SUMMARY:  Study: access to perinatal care.  Requests the Maternal and Child Health  Council, in conjunction with other entities, to review data on improving access  to perinatal care in rural and underserved areas."
3129,"License plates, special; issuance for firefighters and auxiliaries, Fraternal Order of Police, etc.",https://lis.virginia.gov/cgi-bin/legp604.exe?131+ful+HB1842,2013,Law and Crime,"SUMMARY AS INTRODUCED: Special license plates; firefighters and  auxiliaries;  Fraternal Order of Police; volunteer rescue squads and  auxiliaries.  Authorizes the imposition of a $10 annual surcharge for  issuance  of special license plates for professional and volunteer firefighters,   members of volunteer fire department auxiliaries, members of the  Fraternal  Order of Police, and members of volunteer rescue squads  and volunteer rescue  squad auxiliaries. The amount of this surcharge  is reduced to $2 per year  beginning July 1, 2015. The proceeds of  such fee are to be paid monthly to the  Virginia Public Safety Foundation  to be spent for the construction, operation,  and maintenance of a  public safety memorial in the Darden Memorial Garden next  to Capitol  Square."
3131,On the death of Arthur O. Miller.,https://lis.virginia.gov/cgi-bin/legp604.exe?021+ful+SJ244,2002,Social Welfare,SUMMARY AS INTRODUCED:  On the death of Arthur O. Miller.
3132,Commending the Central High School girls' cross country team.,https://lis.virginia.gov/cgi-bin/legp604.exe?031+ful+SJ437,2003,Education,SUMMARY AS INTRODUCED:  Commending the Central High School girls' cross country team.
3138,Designating Scottish Highland Games Week.,https://lis.virginia.gov/cgi-bin/legp604.exe?971+ful+HJ643,1997,Government Operations,"SUMMARY:  Scottish Highland Games Week.  Designates the week of June 8 through  June 15, 1997, as Scottish Highland Games Week in Virginia, in support of  Fredericksburg's hosting of the world championships."
3155,Commending L. Bruce Holland.,https://lis.virginia.gov/cgi-bin/legp604.exe?111+ful+HJ589,2011,Education,SUMMARY AS INTRODUCED: Commending L. Bruce Holland.
3156,Driver privilege cards; authorizes issuance of new cards by DMV.,https://lis.virginia.gov/cgi-bin/legp604.exe?181+ful+HB1318,2018,Transportation,"SUMMARY AS INTRODUCED: Driver privilege cards. Authorizes the issuance of new driver privilege cards by the Department of Motor Vehicles to an individual who has (i) reported income from Virginia sources on an individual tax return filed with the Commonwealth in the preceding 12 months and (ii) is not in violation of the insurance requirements of Article 8 (§ 46.2-705 et seq.) (Registration of Uninsured Motor Vehicles) of Chapter 6 of Title 46.2. The bill provides that driver privilege cards shall confer the same privileges and shall be subject to the same provisions as driver's licenses and permits; however, driver privilege cards shall not (a) confer voting privileges, (b) permit an individual to waive any part of the driver examination, or (c) have their issuance be contingent upon the applicant's ability to produce proof of legal presence in the United States. The bill provides for the term driver's license to consistently refer to all driver's licenses, permits, driver privilege cards, and special identification cards issued by the Commonwealth or the comparable law of another jurisdiction. The bill allows the issuance of a limited-duration driver's license and special identification card to an applicant presenting valid documentary evidence that a federal court or federal agency having jurisdiction over immigration has authorized the applicant to be in the United States for a period of at least 30 days from the date of application. The bill authorizes the Tax Commissioner to provide to the Commissioner of the Department of Motor Vehicles information sufficient to verify that an applicant for a driver privilege card or permit reported income from Virginia sources on an individual tax return filed with the Commonwealth in the preceding 12 months. The bill has a delayed effective date of January 1, 2019."
3161,Highway construction funds; allows Transportation Board to allocate therefrom for construction proj.,https://lis.virginia.gov/cgi-bin/legp604.exe?062+ful+SB5021,2006S1,Transportation,"SUMMARY AS INTRODUCED: Primary system highway construction funds.  Allows the  Commonwealth Transportation Board to allocate primary system highway  construction funds to highway construction projects maintained or to be  maintained by municipalities, provided such construction projects involve  components of the National Highway System and the funds are derived from  allocations to the highway construction district in which the project is  located."
3162,DUI; issuance of summons.,https://lis.virginia.gov/cgi-bin/legp604.exe?951+ful+HB2095,1995,Law and Crime,SUMMARY:  DUI; issuance of summons.  Authorizes a law-enforcement officer to  arrest and release upon issuance of a summons a person he has reasonable  grounds to believe has committed a DUI violation and who has been committed  to a medical facility.  The purpose of this bill is to avoid the requirement  of § 19.2-82 which requires that a person arrested without a warrant “be  brought forthwith before a magistrate.”
3167,Commemorating 25th Anniversary of Virginia State Police Association.,https://lis.virginia.gov/cgi-bin/legp604.exe?991+ful+SJ475,1999,Law and Crime,SUMMARY AS PASSED:  Virginia State Police Association.  Commemorates the 25th anniversary of the  founding of the Virginia State Police Association.   SUMMARY AS INTRODUCED:  Commemorating 25th Anniversary of Virginia State Police Association.
3169,Celebrating the life of Ann Rodriguez.,https://lis.virginia.gov/cgi-bin/legp604.exe?101+ful+HJ219,2010,Education,SUMMARY AS INTRODUCED: Celebrating the life of Ann Rodriguez.
3170,Arrest; resetting of bail or amending bail set.,https://lis.virginia.gov/cgi-bin/legp604.exe?081+ful+HB715,2008,Law and Crime,"SUMMARY AS PASSED:  Resetting of bail, amending bail set upon arrest.  Provides that when the court having jurisdiction of a bail proceeding  believes the amount of bond or security set by a judicial officer  at initial arrest to be inadequate or excessive, it may after notice  to the parties, change the amount of such bond or security, require  new and additional sureties, or set other terms of bail as are appropriate  to the case, including, but not limited to, drug and alcohol monitoring.   Currently, the court is limited to increasing the initial bail and  may not impose additional bail requirements such as alcohol and drug  monitoring.  This bill is identical to SB 506.  SUMMARY AS INTRODUCED:  Resetting of bail, amending bail set upon arrest.  When the court having jurisdiction of a bail proceeding believes the  amount of bond or security set by a judicial officer at initial arrest  to be inadequate or excessive, it may change the amount of such bond  or security, require new and additional sureties, or set other terms  of bail as are appropriate to the case, including, but not limited  to, drug and alcohol monitoring.  Currently, the court is limited  to increasing the initial bail and may not impose additional bail  requirements such as alcohol and drug monitoring."
3176,"Fee for courthouse maintenance, renovation, and construction.",https://lis.virginia.gov/cgi-bin/legp604.exe?981+ful+SB320,1998,Law and Crime,"SUMMARY:  Fee for courthouse maintenance, renovation, and construction.  Increases  the amount of the courthouse maintenance, construction, and renovation fee  which localities may assess in civil, criminal, and traffic cases from two to  four dollars and eliminates the cap (currently four dollars) on the  total that  may be assessed for this fee and the law library fee in civil cases."
3179,Virginia Alternative Fuels Revolving Fund; guidelines for governing.,https://lis.virginia.gov/cgi-bin/legp604.exe?131+ful+HB2067,2013,Energy,"SUMMARY AS INTRODUCED: Virginia Alternative Fuels Revolving  Fund.  Replaces ""regulations"" governing the Fund with  ""guidelines."""
3192,Celebrating the life of Sue Edmondson Wilder.,https://lis.virginia.gov/cgi-bin/legp604.exe?091+ful+HJ1035,2009,Social Welfare,SUMMARY AS INTRODUCED:  Celebrating the life of Sue Edmondson Wilder.
3198,Absentee voting; entitles persons age 65 or older on date of an election to vote absentee.,https://lis.virginia.gov/cgi-bin/legp604.exe?171+ful+SB1132,2017,Government Operations,SUMMARY AS INTRODUCED: Absentee voting; eligibility of persons age  65 or older. Entitles a person who will be age 65 or older on  the date of the election for which an absentee ballot is requested  to vote absentee.
3205,Constitutional amendment; taking of private property for public use (first reference).,https://lis.virginia.gov/cgi-bin/legp604.exe?111+ful+SJ307,2011,Law and Crime,"SUMMARY AS INTRODUCED: Constitutional amendment (first resolution); taking of  private property for public uses.  Limits the exercise of eminent domain  for the purpose of public use and specifies that, with the exception of  property taken for public service corporations, public service companies, or  railroads, property may not be taken if the primary purpose of the taking is  private financial gain, private benefit, an increase in tax base or tax  revenues, or an increase in employment. No more property shall be taken than is  necessary to achieve the stated public use."
3206,Amending the Rules of the Senate.,https://lis.virginia.gov/cgi-bin/legp604.exe?941+ful+SR3,1994,Government Operations,"SUMMARY:  Amending the Rules of the Senate.  Proposes a number of rule changes  for the 1994 Session.  The first change amends rules 3 and 5 to allow two  members of the Senate to convene a reconvened special session and waive the  reading of the journal when there is no business before the Senate.  The  second change increases the number of pages from 10 to 11 so that a page may  be elected from each of the 11 congressional districts.  The third change  addresses the proper referral of special fund or nonreverting bills and bills  stamped ""Organization.""  Under the new rules, bills establishing a special or  nonreverting fund will be referred to the standing committee which has  jurisdiction of the subject matter and then rereferred to the Senate Finance  Committee.  Bills stamped ""Organization"" will be referred to the Committee on  General Laws and then rereferred to the standing committee which has  jurisdiction of the subject matter.  The fourth change clarifies that the  determination of the minority viewpoint for selecting conferees shall be  based upon the vote on final passage by the Senate.  The fifth change  clarifies how a special morning session is convened and how the session is  adjourned.  The proposed rule states that the presiding officer or the  President pro tempore, or a designee, will preside over the special morning  session and that the special morning session is adjourned upon the convening  of the daily session.  The sixth change consolidates information from rules  10 and 19 (e) pertaining to the postage privilege of members during sessions.   The final change allows the Rules Committee to report a resolution without a  recorded vote if that resolution does not have a specific vote requirement in  the Senate Rules."
3209,Urban county executive form of government; animal protection police officer.,https://lis.virginia.gov/cgi-bin/legp604.exe?161+ful+HB118,2016,Law and Crime,"SUMMARY AS PASSED HOUSE: Urban county executive form of government; animal protection police officer. Amends the form of government applicable to Fairfax County by providing that the department of police may include an animal protection police officer who shall have all of the powers of an animal control officer conferred by general law. In addition, the animal protection police officer and his deputies shall have all of the powers vested in law-enforcement officers, provided that they have met the minimum qualifications and have been certified. SUMMARY AS INTRODUCED: Urban county executive form of government; animal  protection police officer. Amends the form of government applicable  to Fairfax County by providing that the division of police may include  an animal protection police officer who shall have all of the powers  of an animal control officer conferred by general law. In addition,  the animal protection police officer and his deputies shall have all  of the powers vested in law-enforcement officers, provided that they  have met the minimum qualifications and have been certified."
3220,Retirement System; general early retirement provisions.,https://lis.virginia.gov/cgi-bin/legp604.exe?981+ful+HB272,1998,Government Operations,"SUMMARY:  Virginia Retirement System; exceptions to general early retirement  provisions.  Allows a member of the VRS who served as the chief executive  officer of an interstate commission on Virginia's behalf, is involuntarily  separated from service, and has 20 or more years of service, to retire without  reduction in his retirement benefits at age 55.  The bill also eliminates the  exclusion for members of the General Assembly from the general prohibition on  VRS retirees receiving retirement benefits while in service in a covered  position.  Active members of the General Assembly who are eligible to receive a  retirement benefit from service other than as a member of the General Assembly  may receive the retirement benefit based on their non-General Assembly service.   Active members of the General Assembly receiving a retirement allowance while  in service as a member of the General Assembly shall be unretired."
3236,State and Local Fiscal Needs and Resources Commission.,https://lis.virginia.gov/cgi-bin/legp604.exe?021+ful+HB1113,2002,Macroeconomics,"SUMMARY AS INTRODUCED:  State and Local Fiscal Needs and Resources Commission.  Creates the Fiscal  Needs and Resources Commission as a legislative agency to continue the work of the  Commission on Virginia's State and Local Tax Structure for the 21st Century.  The  commission would have 15 members with eight legislators, five nonlegislative  citizens and the Secretary of Finance and the Tax Commissioner.  The commission  will examine on an ongoing basis state and local fiscal needs and resources  issues.     This bill was continued to the 2003 Session in the House Committee on Rules."
3249,Confirming Governor's appointments.,https://lis.virginia.gov/cgi-bin/legp604.exe?951+ful+SJ254,1995,Government Operations,SUMMARY:  Confirming Governor's appointments.  Confirms interim appointments  related to public safety.
3250,"Military Affairs, Board of; abolished.",https://lis.virginia.gov/cgi-bin/legp604.exe?041+ful+HB213,2004,Defense,"SUMMARY AS INTRODUCED:  Board of Military Affairs. Abolishes the Board of Military Affairs. The Board  was created in 1930 to advise the Governor and the Adjutant General on military  affairs. The need for the Board to meet has diminished since the creation of the  Public Safety Secretariat and, during the past seven years, the Board has been  completely inactive. This bill is identical to HB 11, which was recommended by  the Joint Subcommittee to Study the Operations, Practices, Duties, and Funding  of the Commonwealth's Agencies, Boards, Commissions, Councils, and Other  Governmental Entities pursuant to HJR 159 (2002)."
3258,Adoption.,https://lis.virginia.gov/cgi-bin/legp604.exe?951+ful+HB1999,1995,Law and Crime,"SUMMARY:  Adoption.  Provides that if the birth parents revoke an entrustment  agreement or a consent to adoption any party may request a hearing to  determine the best interests of the child.  In addition, there will be no  legal presumption in favor of any party in a hearing to determine the best  interests of a child if the child (i) has been placed for purposes of  adoption and (ii) has been continuously in the custody of the adoptive  parents, child-placing agency or local board of social services for over 25  days.  The bill also provides that it is a Class 6 felony for anyone to  knowingly and intentionally provide false or misleading information which is  material to an adoption placement."
3260,Study; Virginia Housing Study Commission.,https://lis.virginia.gov/cgi-bin/legp604.exe?001+ful+HJ236,2000,Housing,SUMMARY AS INTRODUCED:  Study; Virginia Housing Study Commission.  Directs the Virginia Housing Study  Commission to study Uniform Statewide Building Code.
3261,Health care coverage; pharmacies.,https://lis.virginia.gov/cgi-bin/legp604.exe?991+ful+SB655,1999,Health,"SUMMARY AS INTRODUCED:  Health care coverage; pharmacies.  Requires (i) health insurers, (ii)  health maintenance organizations, and (iii) corporations offering health care  subscription contracts which offer health care coverage policies, contracts or  plans with mail order prescription drug benefits to also provide equitable  coverage for non-mail order prescription drug services through local  pharmacies.  Equitable coverage means that mail order and non-mail order  coverage must have identical dollar limits, cost sharing provisions, and other  provisions concerning cost and coverage."
3280,Electrical utility facilities; suspension of new construction in Loudoun and Fauquier Counties.,https://lis.virginia.gov/cgi-bin/legp604.exe?071+ful+HB2615,2007,Energy,"SUMMARY AS INTRODUCED: Suspension of construction of new electrical utility  facilities; pilot projects in Loudoun County and Fauquier County.  Suspends  the approval of all applications for the construction of new electrical utility  facilities pending before the State Corporation Commission and the commencement  of all facility construction until July 1, 2008. The bill also establishes a  pilot project in Loudoun County and Fauquier County for the installation of  underground transmission lines. This bill contains an emergency clause."
3282,Instructional spending; local school board to report expenditures annually.,https://lis.virginia.gov/cgi-bin/legp604.exe?101+ful+HB898,2010,Education,"SUMMARY AS INTRODUCED: Expenditures and reports on instructional spending.   Requires each local school board to allocate 65 percent of its operating  budget to instructional spending. Local school boards must report annually to the  Board of Education the percentage of their operating budgets allocated to  instructional spending. Any school division that fails to meet the 65 percent  requirement must present a plan to the Board of Education to increase  instructional spending by one percent in the following fiscal year and each  subsequent year until the 65 percent requirement is met. School divisions  failing to submit such a plan must be audited by the Auditor of Public  Accounts, who is required to submit recommendations to the Board, including  instruction concerning how failing school divisions can increase their  instructional spending to 65 percent. In addition, the Board must annually  report to the Senate Committee on Finance and the House Committee on  Appropriations the amount of spending allocated by the local school divisions  to instructional spending based on the reports submitted annually by the local  school boards."
3284,Commending Kari Pope and Headley Wilson.,https://lis.virginia.gov/cgi-bin/legp604.exe?091+ful+HJ643,2009,Domestic Commerce,SUMMARY AS INTRODUCED:  Commending Kari Pope and Headley Wilson.
3287,Stalking.,https://lis.virginia.gov/cgi-bin/legp604.exe?981+ful+SB50,1998,Law and Crime,"SUMMARY:  Stalking. Makes stalking while armed with a weapon punishable as a Class  6 felony and increases the penalties for stalking, i.e., first offense  increased from a Class 2 to a Class 1 misdemeanor, a second offense from a  Class 1 misdemeanor to a Class 6 felony, a third or subsequent offense from a  Class 6 to a Class 5 felony."
